song_id,title,artist_genius_id,pseudonym,country,legal_status,period,release_date,reloc_date,total_words,pos_count,neg_count,tonal_count,sentiment_ratio,polarity,pos_ratio,neg_ratio,tonal_density
3039095,Волки да вороны (Wolves and Ravens),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,323,1,4,5,-0.009287925696594427,-0.6,0.0030959752321981426,0.01238390092879257,0.015479876160990712
3812626,Танец (Dance),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,48,1,0,1,0.020833333333333332,1.0,0.020833333333333332,0.0,0.020833333333333332
3808103,Государыня (The Empress),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,96,0,7,7,-0.07291666666666667,-1.0,0.0,0.07291666666666667,0.07291666666666667
3814056,Глядя в телевизор (Looking at the TV),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,152,1,1,2,0.0,0.0,0.006578947368421052,0.006578947368421052,0.013157894736842105
3800706,Альтернатива (Аlternative),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,188,4,2,6,0.010638297872340425,0.3333333333333333,0.02127659574468085,0.010638297872340425,0.031914893617021274
3714665,Диплом (Diploma),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1989-01-01,2022-03-01,146,2,2,4,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0273972602739726
3701705,Серебро Господа Моего (The Silver of my Lord),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1990-01-01,2022-03-01,160,2,0,2,0.0125,1.0,0.0125,0.0,0.0125
3701683,Корабль Уродов (Ship of Fools),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1990-01-01,2022-03-01,22,0,1,1,-0.045454545454545456,-1.0,0.0,0.045454545454545456,0.045454545454545456
3811384,Науки юношей (Sciences of Youth),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,109,0,1,1,-0.009174311926605505,-1.0,0.0,0.009174311926605505,0.009174311926605505
3714674,О Лебеде Исчезнувшем (About Cygnus The Vanished One),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1989-01-01,2022-03-01,57,0,0,0,0.0,0.0,0.0,0.0,0.0
3811424,Царь сна (The Tsar of Sleep),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,86,0,1,1,-0.011627906976744186,-1.0,0.0,0.011627906976744186,0.011627906976744186
3808100,Никита Рязанский (Nikita Ryazanskiy),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,133,1,5,6,-0.03007518796992481,-0.6666666666666666,0.007518796992481203,0.03759398496240601,0.045112781954887216
3714642,Иван и Данило (Ivan and Danilo),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1989-01-01,2022-03-01,285,1,3,4,-0.007017543859649123,-0.5,0.0035087719298245615,0.010526315789473684,0.014035087719298246
3701619,"Орёл, телец и лев (Eagle, Taurus and Lion)",1365487,Борис Гребенщиков,Великобритания,иноагент,before,1990-01-01,2022-03-01,149,2,3,5,-0.006711409395973154,-0.2,0.013422818791946308,0.020134228187919462,0.03355704697986577
11453781,Электричка (Live) (Elektrichka) (1989),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1989-03-14,2022-03-01,108,0,0,0,0.0,0.0,0.0,0.0,0.0
3808129,Ласточка (Swallow),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,87,0,2,2,-0.022988505747126436,-1.0,0.0,0.022988505747126436,0.022988505747126436
3707738,Благословение холмов (Blessing of the Hills),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1989-01-01,2022-03-01,23,1,0,1,0.043478260869565216,1.0,0.043478260869565216,0.0,0.043478260869565216
3808139,Заповедная песня (Restrained Song),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,98,1,2,3,-0.01020408163265306,-0.3333333333333333,0.01020408163265306,0.02040816326530612,0.030612244897959183
